ensembl,gda_score,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000012048,,,0,0,,,0,,0,,,0,,,0,0,0,0,,,,,0,,0,,,,0,0,,,0,0,,,,,,0,0,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,0,,0,,,,0,0,,0,,0,0,,,,0,
ENSG00000139618,,,0,0,,0,,,0,,,0,0,,0,,,,,,,0,,0,0,0,,0,,0,0,,,,0,0,,,,0,,0,0,0,,,,0,,0,,,0,0,0,0,,0,,,0,0,0,,0,,,,0,,0,,,0,0,0,0,0,,,0,,0,,0,,,,0,,0,0,,0,0,,0,,0,,
ENSG00000169925,,0,,0,,0,0,,,0,0,0,,,,0,,,0,,,0,,,0,0,,0,0,,,0,,,,0,,0,,0,,,,,,,,0,0,,,,0,,,0,,,0,,,0,0,0,,0,0,,,,,,0,,,0,0,,,,,0,0,,,,,,,,,,0,,,0,,0,,0,
ENSG00000141867,,,0,,,,,,0,,,,,,,,,0,,0,,,,,0,,,,,0,,,,,0,0,,0,,0,0,,,,0,0,,,,,,0,0,0,,,,,,,,0,,0,0,,,,0,0,,,0,,,,0,,0,,,,,,0,0,,,0,0,0,0,0,,0,0,,0,,,0
ENSG00000136492,,0,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,0,,0,,,,,,,0,0,0,,,,,,,,,,,,,0,,,0,,0,0,,0,,,,,,0,,,,,,0,,,0,0,,0,,,0,,,,0,0,,0,0,0,,0,,,0,,0,,,,0
ENSG00000133639,,,0,,,,0,0,0,0,,,,,0,,,,0,,,,0,,0,,,0,,0,,0,0,0,0,0,,0,,0,0,,,,,,0,0,,,0,,,,,0,0,,0,,,0,,,0,,,,0,,,0,0,0,,,,0,,0,,,0,0,,,0,,,,0,,,0,0,0,0,,,,0
ENSG00000010671,,,0,,,,,,,0,,,0,0,0,,0,,,,,0,,0,,,,0,,,0,,,,,0,,,0,,0,,,,,,,,,,0,,,,0,0,,,0,,,,0,,0,,,,0,,0,,0,,,,,,,0,0,,0,0,,,,,,,0,,0,0,,,,,0,,
ENSG00000156970,,,,,,0,,0,,,0,0,,0,,,0,,,0,,,0,,,,0,,0,,0,0,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,,0,,,,0,,,,,,0,0,,,,,,0,,0,,,,,,,,,0,,,,0,0,,
ENSG00000261652,,,0,,,0,,,,,,,0,,0,,0,0,,,0,,,,,,,,,0,,,,,,,0,,,,,,0,,,,,0,,0,,,,0,0,,0,0,,,,,,,0,0,,,,,,,,0,,,,,,0,0,,0,0,,,,,,,0,,0,0,,0,,0,,,
ENSG00000157388,,0,,0,0,0,,,,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,0,,,0,0,,,0,,,0,0,0,,,,,,,,,,0,,0,,,,,,,,,,0,,,0,,,0,,0,,,,,,,0,,0,,,,0,,,,,0,,0,,,,,,
ENSG00000179218,,0,,0,0,,,0,0,,0,,,,0,0,,,,0,,,,,0,0,0,,,,,0,,,0,,0,,,,,0,,0,,,0,,,,,,,,0,,,,,,,,,0,,,0,,,0,0,,,0,,,0,,,,,,0,0,,,,,,,0,0,0,,,,,,,,
ENSG00000171735,,0,0,,,,,0,,0,,0,,,,,,,,0,,,,,,,,0,,,0,,0,,0,0,0,0,0,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,0,,,,0,0,,0,,0,,,,,,0,,,,0,,
ENSG00000171302,,,,0,0,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,0,0,,0,,0,,,0,,0,0,0,,0,,0,0,,,0,,0,,,0,0,,0,,,,0,,,,,0,0,,0,0,0,,0,,0,,,,,,0
ENSG00000198286,,,0,,,0,,0,,,,,0,0,0,,0,,0,,0,0,,,,,0,,,,0,,0,0,0,,,,,0,0,,,0,,,,0,0,0,,0,0,,,,0,,0,,,0,0,0,,0,0,,,,,0,0,,,0,0,,,,,0,0,,,,,,0,,,,,,,0,,0,,,0
ENSG00000110619,,,,,,,,0,,0,0,,0,,,0,,0,,,,,0,,,0,0,,,,,0,0,,,,,,0,,0,,,0,0,,,,,,,0,,0,,,,,,,,0,,,0,,0,,0,,,0,,,,,,0,0,0,,,,,0,0,,0,0,,0,,,,0,0,0,,,,
ENSG00000164305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000064012,,0,,0,,,0,0,,0,,,0,0,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,,,0,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,0,,,,,,,,0,,0,,,,,0,0,0,,,,,0
ENSG00000132906,,,0,,,,0,0,,,0,,,,,,,,0,0,,,0,,,,,,0,,0,,,0,,,,,0,0,,,,0,,,0,,,,,0,,0,,0,,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,0,0,,0,,,,0,0,0,,0,,0,,,0,,0,0,,0,,,0
ENSG00000129993,,,0,,,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,0,0,0,0,,,,,,,0,0,,0,,,,0,0,,,,0,,0,,,0,0,,0,,0,0,0,,,,,,0,0,,0,0,,,0,0,,,,0,,0,0,0,,,,,0,,,,,,,,0
ENSG00000067955,,,,,,0,,0,,,,,,,,,0,0,,0,,,0,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,,0,0,,,0,0,0,0,,0,,,0,0,,,,0,,,0,0,,,,0,,,0,0,,0,,0,0,,0,,,0,0,,,0,,0,0,,,,,,0
ENSG00000110395,,,0,,0,,0,,,0,,,0,,,,,,0,,0,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,0,,,,0,,0,,,,,,,,0,,,,,0,,,,,,0,,,,0,,,,,0,,,,,,0
ENSG00000114423,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,0,0,,,,0,,,0,,,,,,,0,,,,,,0,,,,,,,,,,,0,0,,0,,0,,0,,,,,0,0,,,,0,0,,0,0,0,0,,,,,0,0,,0,,,0,,,,,0,0,,0,
ENSG00000142273,,0,,,,,,,,,0,0,,,0,,,,,,0,,,0,,,,0,0,,0,,0,,0,0,,,0,,,0,,,0,,,,0,0,0,,,0,,,,,,,0,,,0,,0,,0,0,,,,,,,0,,0,,,0,,,,,,0,,0,,,,0,,,0,,,,,
ENSG00000108091,,,,,,,0,,,0,,0,,,,,,,0,,,,,,0,,,,,0,0,,,,0,0,,0,0,,0,,,,,,,,0,,0,,0,0,,,,,0,,,,0,,,,0,0,,0,,,,0,,0,0,,0,0,,0,,0,,,0,0,0,0,,,,,,,0,0,0,0,
ENSG00000100814,,,0,,,,0,,,,,,,,,,,,0,0,,0,0,,,0,,,,0,,0,,,,,,,0,,,,0,0,,,,0,0,0,,,,,,,,0,,0,,0,0,0,,,,,,0,,,,,,0,,,,,,0,,,0,,,0,,,,,,,,,0,,,0,0
ENSG00000112237,,,,,0,,0,,,,,,,0,,0,,0,,,,,0,,0,,,,,0,0,,,,,,,,0,,0,0,0,0,0,,,,,,,,,0,,,,0,,,0,,,0,0,,0,0,0,,,,,0,,,,,0,,0,,,,0,,,,,,,,0,,0,0,0,,0,,
ENSG00000110092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000110092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000110092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000110092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000118971,,,0,,,0,,,0,0,,,,,0,,0,,,0,,,0,0,0,0,,,,,0,0,0,,,0,0,0,,0,0,,,,0,,,,,0,,,,0,0,0,0,,,,,0,,,0,,,,,,,,0,,,0,,,0,,0,,0,0,,0,0,,,0,,,,0,,,0,,,,
ENSG00000112576,,0,,,0,,0,,,,,,0,,0,0,0,,,0,,,,0,,0,,0,,,,0,,0,0,,0,0,0,,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,,,,0,0,,0,,,,,0,,,,0,,0,,,,0,,,,,,,,,,0,0,,0,0,,,,0,,0
ENSG00000105173,,,,,,,,0,,,,0,0,0,,,,,,,,0,,,,,,,0,0,,,0,0,,0,,,0,,,0,0,,,,0,0,,,,0,,,,,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,,,0,0,,0,,,0,0,,,0,0,,,,,0,0,,
ENSG00000183813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000126353,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,0,,,0,,,,0,,,,,,,0,,,,,,0,,,,0,,0,0,,,0,0,,0,,0,,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,0,0,,,0,0,,
ENSG00000090659,,,0,,,,,,,,,,,,,0,,,,0,0,,0,,,,,,0,,0,,0,,0,,0,,0,,,,,0,0,,,,,,,,0,0,,,0,,0,,,,0,0,0,0,,,0,,0,,,,,,,0,,0,,,,,,,,0,0,,,0,,0,,,,,,,
ENSG00000120217,,,,,0,,0,,0,,,,,,0,,0,,,0,0,,,,,,0,,,0,,0,,,,,,,0,,0,,0,,,0,0,,,,0,,0,,,,0,,0,,,,,0,,,,0,,,0,,,,0,,,0,,0,0,,,0,,0,,,,,,0,0,,,0,,0,,,
ENSG00000178562,,,0,0,0,,,,,0,0,0,,,0,0,,0,,,,,0,,,,,,,,0,,0,,,,0,0,0,0,,0,,,,,0,,,,,,,0,,,,0,0,,,0,,,0,,,,0,,,,0,,,,,,0,,0,0,0,0,,0,0,0,,,,,,,0,,,,0,0,
ENSG00000019582,,,,,,,,0,0,,,,,,,,,,,0,,,0,,,,0,0,,,,,0,0,,0,,,,0,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,,,,,,0,,0,,0,0,,,0,,,,0,,0,,,,0,,0,,,0,,0,,0,0,0
ENSG00000105369,,0,0,,0,,0,,,,0,,0,,,0,0,0,,,,,,0,,0,,0,0,,,0,,,0,0,,,0,,,,,0,,,,0,0,0,,0,,,,,,,,0,0,,,0,,,,,0,,,0,,,,,,,,,0,,,0,,,,,0,0,,,0,0,,0,0,0,,,0
ENSG00000007312,,,0,0,0,,,0,,,0,,0,0,,,,,,,,,,0,0,,,,0,,,,,0,0,,0,,,,0,,,,,,,0,0,,,0,,,,,0,,,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,,,0,,0,0,0,,,,,0,0,,,,,0,,0,0,
ENSG00000134371,,,0,0,,,0,,,0,,0,,,,,0,,0,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,,,,0,0,,,,0,,0,0,,,,,,,0,,,0,0,,,0,0,,,,,,,,,0,0,,0,,,,,,,,,,0
ENSG00000039068,,0,0,0,,,,,,,,0,,,,0,0,,0,,,,,0,,0,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,0,0,,,0,,,,,,,,0,,,0,0,,0,,0,,0,0,0,,,,0,,0,,,,0,,0,,,,,0,,,0,0,,,,,
ENSG00000040731,,,0,,,,,,,,,,,,0,,,,,0,,,,,,,0,,,,,,0,0,0,0,,0,,0,,,,,,,,,0,,0,,,,,,,,,,,,0,,,,0,,0,,0,0,0,0,0,,,,,,0,,,,,0,0,0,,0,0,,,,,,,,,,
ENSG00000140937,,,,0,,0,,,,0,,,,,0,,,,0,,,0,0,,,0,,0,0,,,,,,,0,,,0,,,,,,,0,0,,0,,,0,,,0,0,,,,,0,0,,0,,,,,,,,0,,,,,0,,,,,,,0,0,0,,0,0,0,,0,,0,,,,,,,
ENSG00000167258,,,,0,,,,,0,,,,,,0,0,0,,,,,0,,0,0,,,,,,0,0,,0,,,,,,,,,,,,,0,,,0,,,0,0,,,,,,0,0,,,,,,,,,0,0,,,0,,,,,,,0,0,0,,,,,,,,,,,,0,,,,,,0
ENSG00000135446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000105810,,,0,,,,0,,0,0,0,,,0,,,0,0,,,0,,0,,,,,0,,,,,,,0,,,,0,0,,,,,,,0,,0,,,,,,,0,,,0,,,0,,0,,0,,,,,,0,,0,0,,,,,,,,,0,,0,0,,,0,,0,,0,,,,,,,
ENSG00000124762,,0,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,0,,,0,,,0,0,0,,,,,,,,,,0,,0,,0,,,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,,0,0,,,,,,0,0,,,,,,,,,,0,0,0,,,,0
ENSG00000111276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000111276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000111276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000147889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000123080,,0,,0,,0,0,,0,,,,0,0,0,0,0,,,0,,,,0,,,,0,0,,,,0,0,,,,,,,0,,,,,0,0,,,,,,0,0,0,,0,,,,,,,0,0,0,,,0,,,,0,,,0,,0,,0,,,,,,,0,,,0,,0,0,,0,,,0,,0,
ENSG00000245848,,,,,,,0,,,0,0,0,,,,0,,,0,,0,,,0,,,,,,0,,0,0,,,,,0,,0,0,,,0,,,,,,,,,,,,,,0,0,,,,0,,0,,,,,0,0,,,,0,0,0,,0,0,,,,,,,,,,,,,,,,0,,,0,,
ENSG00000121289,,0,,0,,,,,,,,,,,,,,,0,,0,,0,0,0,,0,,,0,,,0,,,0,,,,0,,,0,0,,,0,,,0,,0,,,,,0,,,,,0,,,0,,,,,0,,,,,0,,,,0,,,,,0,,,0,0,,,,,,,,0,0,0,,,0
ENSG00000170791,,,,0,,0,,,,,,0,,,,,,0,,0,,0,,0,,,0,,,,,,,,,,,,0,,,0,0,,,0,,,0,0,0,0,,0,,,0,,,,,,0,,,0,0,,,,0,,,,,,,,,,,,0,0,0,,0,,,,0,,,,0,,,,,,
ENSG00000173575,,,0,,,0,,0,,0,,,0,,,0,,,,,0,,,0,,,0,,,,,,,0,0,,,0,,,0,0,0,0,0,,,0,0,0,,0,,0,,0,,,,,,0,0,0,,,0,,,,0,,,,0,0,,0,,,,,,,,,0,,,,,,,,0,,,,0,,
ENSG00000111642,,,,,0,0,,,,0,,,,0,0,,,0,,0,0,,,,,,0,0,0,,0,,,,,,,,,,0,0,,,0,,0,,0,,,,,,0,,,,0,,0,0,0,,0,,,0,,0,,,0,,0,0,,0,,0,,,0,,,,,,,0,0,0,0,,,,,,0,,0
ENSG00000183765,,0,0,0,,,,,0,,0,0,0,,,,,0,,0,,,,,,,0,0,,0,0,,,,,0,,,0,,,,,,0,,0,0,,,,,,0,,,,,,0,,0,,,,,0,0,,0,,0,,,0,,,,,,,,,,,,0,,,0,,,,0,,0,,,,0,
ENSG00000109220,,,,0,,,,0,0,0,,0,,,,,0,,0,0,,,,,,0,,,,0,,,0,,,0,,,,0,0,0,,0,,0,,0,,,,,0,,,,,,,,,,0,,,,0,,0,,0,0,0,,,,,,,0,,0,,,,0,,0,,,0,,,,0,,,0,,0,0
ENSG00000171310,,0,,,,,0,,,,0,,0,0,,0,0,0,,0,,0,,,,0,,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,,,0,0,,,,0,0,0,,,,,,,0,0,0,0,,,0,,,,0,0,,0,,,0
ENSG00000079432,,,,,,,0,,,,,,,,0,,0,,,,,,0,0,0,0,,,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,,,,0,,0,0,,,,0,,,,,,,,0,,,,,0,,0,0,0,0,,,,0,0,0,,,0,0,0,,0,,,,,,,
ENSG00000179583,,,0,,,,0,,,0,,,,0,0,,,,,0,0,,,,,0,,,,,,,,0,,,0,,,,,,0,,,,,0,,0,,,0,0,,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,,0,,0,,,,0,0,,,,,0,0,,,,,,,
