"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"343",1009,"CDH11",0.512,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.05,1,2008,2019,5,0,"BEFREE"
"344",1009,"CDH11",0.512,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,1999,2017,3,0,"BEFREE"
"345",1013,"CDH15",0.653,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"346",1015,"CDH17",0.636,0.615,"C0346979","Secondary malignant neoplasm of bone marrow","disease","C04;C05;C15","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"347",1016,"CDH18",0.769,0.269,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"348",1017,"CDK2",0.456,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2016,2019,3,0,"BEFREE"
"349",1019,"CDK4",0.412,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,0.833,1999,2019,12,0,"BEFREE"
"350",1020,"CDK5",0.495,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2010,2017,2,0,"BEFREE"
"351",1021,"CDK6",0.471,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.05,1,2015,2017,5,0,"BEFREE"
"352",1021,"CDK6",0.471,0.731,"C4021741","Abnormal cortical bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"353",1024,"CDK8",0.597,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2017,2,0,"BEFREE"
"354",1025,"CDK9",0.498,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"355",1026,"CDKN1A",0.403,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,1995,2018,11,0,"BEFREE"
"356",1027,"CDKN1B",0.409,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2004,2019,4,0,"BEFREE"
"357",1028,"CDKN1C",0.456,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"358",1028,"CDKN1C",0.456,0.846,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"359",1028,"CDKN1C",0.456,0.846,"C0545053","Advanced bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"360",1028,"CDKN1C",0.456,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"361",1029,"CDKN2A",0.3,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2004,2018,2,0,"BEFREE"
"362",1029,"CDKN2A",0.3,0.885,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,1989,1989,1,0,"BEFREE"
"363",1029,"CDKN2A",0.3,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,0.92,1995,2019,25,0,"BEFREE"
"364",1030,"CDKN2B",0.417,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"365",1031,"CDKN2C",0.527,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"366",1032,"CDKN2D",0.547,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,1989,1989,1,0,"BEFREE"
"367",1033,"CDKN3",0.514,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"368",1048,"CEACAM5",0.42,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.1,1,2014,2019,11,0,"BEFREE"
"369",1050,"CEBPA",0.496,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1997,2017,2,0,"BEFREE"
"370",1051,"CEBPB",0.508,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2019,2,0,"BEFREE"
"371",1062,"CENPE",0.636,0.692,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"372",1063,"CENPF",0.601,0.654,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"373",1068,"CETN1",0.584,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"374",1072,"CFL1",0.529,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"375",1111,"CHEK1",0.492,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"376",1111,"CHEK1",0.492,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2010,2017,4,0,"BEFREE"
"377",1112,"FOXN3",0.686,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"378",1116,"CHI3L1",0.419,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"379",1116,"CHI3L1",0.419,0.885,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"380",1116,"CHI3L1",0.419,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1993,2019,2,0,"BEFREE"
"381",1130,"LYST",0.621,0.692,"C4023024","Abnormality of multiple cell lineages in the bone marrow","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"382",1131,"CHRM3",0.464,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"383",1147,"CHUK",0.556,0.731,"C1837406","Hypoplasia involving bones of the upper limbs","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"384",1154,"CISH",0.5,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2018,2,0,"BEFREE"
"385",1161,"ERCC8",0.551,0.885,"C1849953","Square pelvis bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"386",1184,"CLCN5",0.593,0.577,"C1833324","Sparse bone trabeculae","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"387",1186,"CLCN7",0.59,0.731,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.1,NA,NA,NA,0,0,"HPO"
"388",1186,"CLCN7",0.59,0.731,"C0240231","Fractures of the long bones","phenotype","C26","Finding",0.1,NA,NA,NA,0,0,"HPO"
"389",1186,"CLCN7",0.59,0.731,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"390",1186,"CLCN7",0.59,0.731,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"391",1186,"CLCN7",0.59,0.731,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"392",1186,"CLCN7",0.59,0.731,"C4021785","Abnormality of the metacarpal bones","disease","C05","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"393",1191,"CLU",0.426,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.05,1,2004,2020,5,0,"BEFREE"
"394",1200,"TPP1",0.551,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"395",1215,"CMA1",0.514,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"396",1215,"CMA1",0.514,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"397",1230,"CCR1",0.531,0.769,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.1,NA,NA,NA,0,0,"HPO"
"398",1232,"CCR3",0.527,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"399",1233,"CCR4",0.51,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2006,2012,2,0,"BEFREE"
"400",1234,"CCR5",0.398,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2014,2019,2,0,"BEFREE"
"401",1234,"CCR5",0.398,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"402",1236,"CCR7",0.443,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"403",1264,"CNN1",0.682,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"404",1269,"CNR2",0.509,0.846,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"405",1269,"CNR2",0.509,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2017,2019,3,0,"BEFREE"
"406",1272,"CNTN1",0.599,0.577,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"407",1277,"COL1A1",0.43,0.808,"C0240231","Fractures of the long bones","phenotype","C26","Finding",0.1,NA,NA,NA,0,1,"CLINVAR"
"408",1277,"COL1A1",0.43,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,1991,2014,3,2,"BEFREE"
"409",1277,"COL1A1",0.43,0.808,"C0684516","Benign bone neoplasm","group","C04;C05","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"410",1277,"COL1A1",0.43,0.808,"C1833144","Slender long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"411",1277,"COL1A1",0.43,0.808,"C1834345","Periosteal thickening of long tubular bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"412",1277,"COL1A1",0.43,0.808,"C1970497","Crumpled long bones","phenotype","","Finding",0.1,NA,NA,NA,0,1,"CLINVAR;HPO"
"413",1277,"COL1A1",0.43,0.808,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,1,"CLINVAR;HPO"
"414",1277,"COL1A1",0.43,0.808,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"415",1277,"COL1A1",0.43,0.808,"C4021630","Broad long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"416",1277,"COL1A1",0.43,0.808,"C4025133","Cortical thickening of long bone diaphyses","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"417",1278,"COL1A2",0.486,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"418",1278,"COL1A2",0.486,0.846,"C1833144","Slender long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"419",1278,"COL1A2",0.486,0.846,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,1,2016,2016,1,1,"CLINVAR"
"420",1278,"COL1A2",0.486,0.846,"C1970497","Crumpled long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"421",1278,"COL1A2",0.486,0.846,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"422",1278,"COL1A2",0.486,0.846,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"423",1278,"COL1A2",0.486,0.846,"C4021630","Broad long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"424",1280,"COL2A1",0.444,0.846,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.11,1,2008,2008,1,1,"BEFREE;HPO"
"425",1280,"COL2A1",0.444,0.846,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"426",1280,"COL2A1",0.444,0.846,"C1834961","Flattened, squared-off epiphyses of tubular bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"427",1280,"COL2A1",0.444,0.846,"C1840535","Abnormality of the carpal bones","phenotype","C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"428",1280,"COL2A1",0.444,0.846,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"429",1280,"COL2A1",0.444,0.846,"C1865030","Hypoplastic pubic bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"430",1280,"COL2A1",0.444,0.846,"C1866710","Delayed pubic bone ossification","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"431",1280,"COL2A1",0.444,0.846,"C2749582","Dumbbell-shaped long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"432",1280,"COL2A1",0.444,0.846,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"433",1280,"COL2A1",0.444,0.846,"C4021630","Broad long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"434",1280,"COL2A1",0.444,0.846,"C4025795","Short tubular bones of the hand","phenotype","C05","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"435",1281,"COL3A1",0.477,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"436",1285,"COL4A3",0.552,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"437",1297,"COL9A1",0.566,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"438",1298,"COL9A2",0.572,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"439",1299,"COL9A3",0.569,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"440",1300,"COL10A1",0.619,0.5,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"441",1301,"COL11A1",0.495,0.846,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"442",1301,"COL11A1",0.495,0.846,"C2749582","Dumbbell-shaped long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"443",1301,"COL11A1",0.495,0.846,"C4021242","Hypoplasia of the zygomatic bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"444",1301,"COL11A1",0.495,0.846,"C4021630","Broad long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"445",1302,"COL11A2",0.435,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"446",1302,"COL11A2",0.435,0.846,"C1836193","Synostosis of carpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"447",1302,"COL11A2",0.435,0.846,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"448",1302,"COL11A2",0.435,0.846,"C1859116","Large tarsal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"449",1302,"COL11A2",0.435,0.846,"C1865030","Hypoplastic pubic bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"450",1311,"COMP",0.503,0.808,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.01,1,2014,2014,1,0,"BEFREE"
"451",1311,"COMP",0.503,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"452",1311,"COMP",0.503,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"453",1311,"COMP",0.503,0.808,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"454",1311,"COMP",0.503,0.808,"C1863749","Carpal bone hypoplasia","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"455",1311,"COMP",0.503,0.808,"C4021735","Abnormality of the hip bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"456",1311,"COMP",0.503,0.808,"C4025401","Irregular carpal bones","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"457",1316,"KLF6",0.501,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2013,2,0,"BEFREE"
"458",1317,"SLC31A1",0.612,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"459",1326,"MAP3K8",0.516,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"460",1382,"CRABP2",0.593,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1994,1994,1,0,"BEFREE"
"461",1385,"CREB1",0.463,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"462",1385,"CREB1",0.463,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2016,2019,3,0,"BEFREE"
"463",1386,"ATF2",0.551,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2019,2,0,"BEFREE"
"464",1387,"CREBBP",0.428,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"465",1387,"CREBBP",0.428,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"466",1387,"CREBBP",0.428,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"467",1387,"CREBBP",0.428,0.808,"C4076240","Chronic kidney disease mineral and bone disorder","disease","C18;C13;C05;C12;C19","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"468",1392,"CRH",0.439,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"469",1396,"CRIP1",0.666,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"470",1398,"CRK",0.394,0.923,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"471",1398,"CRK",0.394,0.923,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2009,2014,3,0,"BEFREE"
"472",1398,"CRK",0.394,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2009,2019,13,0,"BEFREE"
"473",1399,"CRKL",0.553,0.769,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"474",1399,"CRKL",0.553,0.769,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"475",1400,"CRMP1",0.525,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"476",1400,"CRMP1",0.525,0.808,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"CLINVAR"
"477",1401,"CRP",0.299,0.962,"C0238790","bone destruction","disease","","Disease or Syndrome",0.02,1,2015,2017,2,0,"BEFREE"
"478",1401,"CRP",0.299,0.962,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2011,2019,3,0,"BEFREE"
"479",1401,"CRP",0.299,0.962,"C2242472","Infection of bone","disease","C23;C01;C05","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"480",1407,"CRY1",0.585,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"481",1408,"CRY2",0.599,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"482",1410,"CRYAB",0.515,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2009,2017,2,0,"BEFREE"
"483",1432,"MAPK14",0.379,0.923,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"484",1432,"MAPK14",0.379,0.923,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2009,2014,3,0,"BEFREE"
"485",1432,"MAPK14",0.379,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2009,2019,14,0,"BEFREE"
"486",1434,"CSE1L",0.521,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"487",1435,"CSF1",0.473,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.03,1,2004,2018,3,0,"BEFREE"
"488",1435,"CSF1",0.473,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2006,2006,1,0,"BEFREE"
"489",1436,"CSF1R",0.448,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2016,2016,1,0,"BEFREE"
"490",1436,"CSF1R",0.448,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"491",1437,"CSF2",0.33,0.962,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"492",1437,"CSF2",0.33,0.962,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1990,2019,2,0,"BEFREE"
"493",1440,"CSF3",0.377,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1994,1996,2,0,"BEFREE"
"494",1440,"CSF3",0.377,0.885,"C1368107","Aplastic bone marrow","disease","C15","Disease or Syndrome",0.01,1,1994,1994,1,0,"BEFREE"
"495",1445,"CSK",0.606,0.692,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,1999,1999,1,0,"BEFREE"
"496",1448,"CSN3",0.736,0.346,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"497",1455,"CSNK1G2",0.743,0.346,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"498",1462,"VCAN",0.497,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"499",1462,"VCAN",0.497,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2006,2014,2,0,"BEFREE"
"500",1464,"CSPG4",0.599,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"501",1471,"CST3",0.436,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"502",1474,"CST6",0.612,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"503",1475,"CSTA",0.592,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"504",1483,"CTAA1",0.568,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"505",1485,"CTAG1B",0.507,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"506",1487,"CTBP1",0.559,0.692,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"507",1487,"CTBP1",0.559,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2018,2019,3,0,"BEFREE"
"508",1488,"CTBP2",0.638,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"509",1490,"CCN2",0.399,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.05,1,2007,2020,5,0,"BEFREE"
"510",1490,"CCN2",0.399,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2008,2019,10,0,"BEFREE"
"511",1493,"CTLA4",0.369,0.923,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"512",1493,"CTLA4",0.369,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.06,1,2011,2019,6,1,"BEFREE"
"513",1493,"CTLA4",0.369,0.923,"C4021634","Abnormality of bone marrow cell morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"514",1497,"CTNS",0.628,0.538,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"515",1499,"CTNNB1",0.303,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.06,1,2005,2018,6,0,"BEFREE"
"516",1499,"CTNNB1",0.303,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,0.967,1999,2020,61,1,"BEFREE"
"517",1499,"CTNNB1",0.303,0.885,"C0595905","cortex bone disorders","disease","C05","Disease or Syndrome",0.01,1,2008,2008,1,0,"BEFREE"
"518",1499,"CTNNB1",0.303,0.885,"C4021873","Abnormality of the frontal bone","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"519",1499,"CTNNB1",0.303,0.885,"C4023637","Abnormality of the nasal bone","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"520",1500,"CTNND1",0.5,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"521",1501,"CTNND2",0.579,0.731,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
