"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"377",1825,"DSC3",0.57,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.03,1,2017,2017,3,0,"BEFREE"
"378",1840,"DTX1",0.656,0.5,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"379",1840,"DTX1",0.656,0.5,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"380",1840,"DTX1",0.656,0.5,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"381",1840,"DTX1",0.656,0.5,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"382",1840,"DTX1",0.656,0.5,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"383",1840,"DTX1",0.656,0.5,"C0751395","Mixed Oligodendroglioma-Ependymoma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"384",1840,"DTX1",0.656,0.5,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"385",1844,"DUSP2",0.558,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"386",1844,"DUSP2",0.558,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"387",1847,"DUSP5",0.597,0.654,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"388",1847,"DUSP5",0.597,0.654,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"389",1859,"DYRK1A",0.533,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"390",1859,"DYRK1A",0.533,0.769,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"391",1859,"DYRK1A",0.533,0.769,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"392",1859,"DYRK1A",0.533,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"393",1869,"E2F1",0.441,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"394",1889,"ECE1",0.541,0.769,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.3,1,1999,1999,1,0,"CTD_human"
"395",1889,"ECE1",0.541,0.769,"C1257840","Aganglionosis, Rectosigmoid Colon","disease","C16;C06","Congenital Abnormality",0.3,1,1999,1999,1,0,"CTD_human"
"396",1889,"ECE1",0.541,0.769,"C3661523","Congenital Intestinal Aganglionosis","disease","C16;C06","Disease or Syndrome",0.3,1,1999,1999,1,0,"CTD_human"
"397",1890,"TYMP",0.495,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"398",1894,"ECT2",0.603,0.615,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"399",1894,"ECT2",0.603,0.615,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"400",1908,"EDN3",0.608,0.577,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"401",1908,"EDN3",0.608,0.577,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.52,1,1996,2009,7,0,"BEFREE;CTD_human;GENOMICS_ENGLAND"
"402",1908,"EDN3",0.608,0.577,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"403",1908,"EDN3",0.608,0.577,"C1257840","Aganglionosis, Rectosigmoid Colon","disease","C16;C06","Congenital Abnormality",0.3,1,1996,1998,4,0,"CTD_human"
"404",1908,"EDN3",0.608,0.577,"C3661523","Congenital Intestinal Aganglionosis","disease","C16;C06","Disease or Syndrome",0.3,1,1996,1998,4,0,"CTD_human"
"405",1909,"EDNRA",0.426,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"406",1910,"EDNRB",0.47,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"LHGDN"
"407",1910,"EDNRB",0.47,0.846,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.65,1,1996,2015,7,2,"BEFREE;CLINVAR;CTD_human;GENOMICS_ENGLAND"
"408",1910,"EDNRB",0.47,0.846,"C0345240","Total intestinal aganglionosis","disease","C16;C06","Congenital Abnormality",0.3,1,2011,2011,1,2,"CLINVAR;RGD"
"409",1910,"EDNRB",0.47,0.846,"C1257840","Aganglionosis, Rectosigmoid Colon","disease","C16;C06","Congenital Abnormality",0.3,1,1996,1996,1,0,"CTD_human"
"410",1910,"EDNRB",0.47,0.846,"C3661523","Congenital Intestinal Aganglionosis","disease","C16;C06","Disease or Syndrome",0.3,1,1996,1996,1,0,"CTD_human"
"411",1910,"EDNRB",0.47,0.846,"C4023346","Aganglionosis of the small intestine","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,2,"CLINVAR"
"412",1950,"EGF",0.357,0.923,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"413",1950,"EGF",0.357,0.923,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.02,1,2010,2012,2,1,"BEFREE"
"414",1956,"EGFR",0.295,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,1992,2014,17,0,"BEFREE;LHGDN"
"415",1956,"EGFR",0.295,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.02,1,1992,2008,2,0,"BEFREE"
"416",1956,"EGFR",0.295,0.885,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.31,1,2008,2013,3,0,"BEFREE;ORPHANET"
"417",1956,"EGFR",0.295,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.05,1,1992,2014,5,0,"BEFREE"
"418",1956,"EGFR",0.295,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.05,1,1992,2014,5,0,"BEFREE"
"419",1956,"EGFR",0.295,0.885,"C0280790","Adult Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,1996,2011,3,0,"BEFREE"
"420",1956,"EGFR",0.295,0.885,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.06,1,1996,2011,6,0,"BEFREE"
"421",1956,"EGFR",0.295,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,1992,2014,17,0,"BEFREE"
"422",1956,"EGFR",0.295,0.885,"C1272516","Small cell glioblastoma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"423",1956,"EGFR",0.295,0.885,"C1332943","Childhood Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,1996,2011,3,0,"BEFREE"
"424",1956,"EGFR",0.295,0.885,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"425",1956,"EGFR",0.295,0.885,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.04,1,2002,2011,4,0,"BEFREE"
"426",1956,"EGFR",0.295,0.885,"C4289580","Epithelioid glioblastoma","disease","","Neoplastic Process",0.01,1,2016,2016,1,1,"BEFREE"
"427",1956,"EGFR",0.295,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.06,1,2002,2018,6,0,"BEFREE"
"428",1958,"EGR1",0.433,0.923,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"429",1978,"EIF4EBP1",0.494,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"430",2004,"ELK3",0.49,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"431",2014,"EMP3",0.619,0.423,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"432",2014,"EMP3",0.619,0.423,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"433",2014,"EMP3",0.619,0.423,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"434",2014,"EMP3",0.619,0.423,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"435",2014,"EMP3",0.619,0.423,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"436",2014,"EMP3",0.619,0.423,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"437",2022,"ENG",0.446,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"438",2026,"ENO2",0.475,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"439",2026,"ENO2",0.475,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"440",2026,"ENO2",0.475,0.846,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"441",2026,"ENO2",0.475,0.846,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"442",2026,"ENO2",0.475,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"443",2028,"ENPEP",0.564,0.731,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"444",2034,"EPAS1",0.454,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"445",2034,"EPAS1",0.454,0.731,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.4,1,2006,2019,20,0,"BEFREE;GENOMICS_ENGLAND"
"446",2034,"EPAS1",0.454,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"447",2034,"EPAS1",0.454,0.731,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.3,1,2013,2016,3,0,"CLINGEN"
"448",2034,"EPAS1",0.454,0.731,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"449",2047,"EPHB1",0.518,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"450",2048,"EPHB2",0.374,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"451",2048,"EPHB2",0.374,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"452",2048,"EPHB2",0.374,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"453",2048,"EPHB2",0.374,0.846,"C1332969","Childhood Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"454",2048,"EPHB2",0.374,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2010,2017,2,0,"BEFREE"
"455",2064,"ERBB2",0.328,0.923,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.02,1,2008,2012,2,0,"BEFREE"
"456",2064,"ERBB2",0.328,0.923,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,NA,NA,NA,0,0,"CTD_human"
"457",2064,"ERBB2",0.328,0.923,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2012,2012,2,0,"BEFREE"
"458",2065,"ERBB3",0.448,0.808,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"459",2065,"ERBB3",0.448,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"460",2065,"ERBB3",0.448,0.808,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"461",2067,"ERCC1",0.445,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,1,"BEFREE"
"462",2068,"ERCC2",0.42,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,1,"BEFREE;LHGDN"
"463",2068,"ERCC2",0.42,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,1,"BEFREE"
"464",2068,"ERCC2",0.42,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"465",2099,"ESR1",0.324,0.962,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"466",2099,"ESR1",0.324,0.962,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"467",2118,"ETV4",0.545,0.5,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"468",2118,"ETV4",0.545,0.5,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"469",2120,"ETV6",0.477,0.731,"C0431111","Rhabdomyosarcoma with ganglionic differentiation","disease","C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"470",2130,"EWSR1",0.474,0.692,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"471",2130,"EWSR1",0.474,0.692,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"472",2130,"EWSR1",0.474,0.692,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"473",2146,"EZH2",0.376,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"474",2146,"EZH2",0.376,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"475",2146,"EZH2",0.376,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"476",2146,"EZH2",0.376,0.885,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"477",2146,"EZH2",0.376,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"478",2146,"EZH2",0.376,0.885,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"479",2146,"EZH2",0.376,0.885,"C4289580","Epithelioid glioblastoma","disease","","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"480",2149,"F2R",0.444,0.846,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.02,1,2014,2018,2,0,"BEFREE"
"481",2150,"F2RL1",0.48,0.769,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"482",2152,"F3",0.415,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"483",2152,"F3",0.415,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"484",2158,"F9",0.465,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"485",2158,"F9",0.465,0.885,"C1332969","Childhood Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"486",2194,"FASN",0.474,0.846,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"487",2194,"FASN",0.474,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"488",2195,"FAT1",0.508,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"489",2217,"FCGRT",0.563,0.654,"C2749283","Gm2-Gangliosidosis, Variant B1","disease","C16;C18;C10","Disease or Syndrome",0.02,1,1988,1990,2,0,"BEFREE"
"490",2220,"FCN2",0.517,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"491",2247,"FGF2",0.383,0.923,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"492",2247,"FGF2",0.383,0.923,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2000,2000,1,0,"CTD_human"
"493",2247,"FGF2",0.383,0.923,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"494",2247,"FGF2",0.383,0.923,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"495",2247,"FGF2",0.383,0.923,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"496",2247,"FGF2",0.383,0.923,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"497",2253,"FGF8",0.507,0.769,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"498",2253,"FGF8",0.507,0.769,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"499",2260,"FGFR1",0.362,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,2017,2018,3,0,"BEFREE"
"500",2260,"FGFR1",0.362,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.02,1,2007,2014,2,0,"BEFREE"
"501",2260,"FGFR1",0.362,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.02,1,2017,2019,2,0,"BEFREE"
"502",2260,"FGFR1",0.362,0.885,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.3,1,2012,2012,1,0,"ORPHANET"
"503",2260,"FGFR1",0.362,0.885,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2013,2013,1,0,"CTD_human"
"504",2260,"FGFR1",0.362,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"505",2260,"FGFR1",0.362,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"506",2260,"FGFR1",0.362,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,2017,2018,3,0,"BEFREE"
"507",2260,"FGFR1",0.362,0.885,"C4331262","Rosette-forming glioneuronal neoplasm","disease","","Neoplastic Process",0.1,NA,NA,NA,0,1,"CLINVAR"
"508",2260,"FGFR1",0.362,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"509",2261,"FGFR3",0.391,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"510",2261,"FGFR3",0.391,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"511",2261,"FGFR3",0.391,0.846,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.3,1,2012,2012,1,0,"ORPHANET"
"512",2271,"FH",0.489,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.09,1,2003,2019,9,0,"BEFREE"
"513",2271,"FH",0.489,0.846,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.01,1,2011,2011,1,0,"BEFREE"
"514",2271,"FH",0.489,0.846,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"515",2271,"FH",0.489,0.846,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.3,1,2005,2015,6,0,"CLINGEN"
"516",2277,"VEGFD",0.538,0.769,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"517",2305,"FOXM1",0.441,0.769,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"518",2305,"FOXM1",0.441,0.769,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"519",2308,"FOXO1",0.433,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"520",2315,"MLANA",0.579,0.692,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"521",2321,"FLT1",0.419,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"522",2321,"FLT1",0.419,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.02,1,2014,2015,2,0,"BEFREE"
"523",2321,"FLT1",0.419,0.846,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"524",2321,"FLT1",0.419,0.846,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"525",2321,"FLT1",0.419,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1998,1998,1,0,"BEFREE"
"526",2321,"FLT1",0.419,0.846,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,1994,1994,1,0,"BEFREE"
"527",2321,"FLT1",0.419,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"528",2323,"FLT3LG",0.564,0.577,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"529",2324,"FLT4",0.457,0.808,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"530",2334,"AFF2",0.636,0.538,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"531",2334,"AFF2",0.636,0.538,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"532",2334,"AFF2",0.636,0.538,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"533",2334,"AFF2",0.636,0.538,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"534",2335,"FN1",0.365,0.962,"C0432252","Osteoporosis with pseudoglioma","disease","C16;C17;C05","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"535",2346,"FOLH1",0.453,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"536",2346,"FOLH1",0.453,0.885,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"537",2346,"FOLH1",0.453,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"538",2395,"FXN",0.51,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"539",2395,"FXN",0.51,0.654,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"540",2395,"FXN",0.51,0.654,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"541",2395,"FXN",0.51,0.654,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"542",2444,"FRK",0.674,0.5,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"543",2475,"MTOR",0.343,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.02,1,2014,2019,2,0,"BEFREE"
"544",2495,"FTH1",0.559,0.731,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2011,2011,1,0,"CTD_human"
"545",2512,"FTL",0.559,0.692,"C0854279","Basal ganglion degeneration","disease","","Disease or Syndrome",0.02,0.5,2002,2007,2,0,"BEFREE"
"546",2512,"FTL",0.559,0.692,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"547",2526,"FUT4",0.505,0.731,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"548",2526,"FUT4",0.505,0.731,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"549",2563,"GABRD",0.558,0.692,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"550",2596,"GAP43",0.564,0.731,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,1993,1993,1,0,"BEFREE"
"551",2597,"GAPDH",0.447,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.02,1,1990,2003,2,0,"BEFREE"
"552",2597,"GAPDH",0.447,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.2,1,2015,2015,1,0,"RGD"
"553",2597,"GAPDH",0.447,0.808,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.02,1,1990,2003,2,0,"BEFREE"
