geneId,Gene,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
2263,FGFR2,0.38,0.808,C1855340,Bowing of the long bones,phenotype,,Congenital Abnormality,0.01,1,2019,2019,1,0,BEFREE
2263,FGFR2,0.38,0.808,C4020847,Abnormality of pelvic girdle bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2263,FGFR2,0.38,0.808,C4021242,Hypoplasia of the zygomatic bone,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2263,FGFR2,0.38,0.808,C4023749,Abnormality of the zygomatic bone,phenotype,,Anatomical Abnormality,0.1,NA,NA,NA,0,1,CLINVAR
2268,FGR,0.647,0.615,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2014,2014,1,0,BEFREE
2272,FHIT,0.444,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,0.667,1998,2019,3,0,BEFREE
2274,FHL2,0.556,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2013,2013,1,0,BEFREE
2277,VEGFD,0.538,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2008,2008,1,0,BEFREE
2290,FOXG1,0.522,0.692,C4021785,Abnormality of the metacarpal bones,disease,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2294,FOXF1,0.54,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2018,2,0,BEFREE
2295,FOXF2,0.621,0.5,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2296,FOXC1,0.483,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2297,FOXD1,0.636,0.462,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2300,FOXL1,0.674,0.462,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2015,2015,1,0,BEFREE
2303,FOXC2,0.515,0.731,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.02,1,2009,2017,2,0,BEFREE
2303,FOXC2,0.515,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2019,2,0,BEFREE
2305,FOXM1,0.441,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,1,2004,2019,11,0,BEFREE
2308,FOXO1,0.433,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
2308,FOXO1,0.433,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.06,1,2015,2019,6,0,BEFREE
2309,FOXO3,0.431,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.05,1,2017,2019,5,0,BEFREE
2313,FLI1,0.468,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
2316,FLNA,0.419,0.846,C0265609,Accessory carpal bones,disease,C16;C05,Congenital Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C1836193,Synostosis of carpal bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C1844516,Increased density of long bone diaphyses,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C1855340,Bowing of the long bones,phenotype,,Congenital Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C1862136,Abnormality of the tarsal bones,phenotype,C05,Finding,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4021241,Abnormal foot bone ossification,disease,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4021244,Abnormal hand bone ossification,phenotype,C05,Finding,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4021738,Abnormality of the pubic bone,phenotype,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4021741,Abnormal cortical bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4021785,Abnormality of the metacarpal bones,disease,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2316,FLNA,0.419,0.846,C4024733,Abnormality of the fifth metatarsal bone,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2317,FLNB,0.458,0.923,C0265609,Accessory carpal bones,disease,C16;C05,Congenital Abnormality,0.1,NA,NA,NA,0,0,HPO
2317,FLNB,0.458,0.923,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2317,FLNB,0.458,0.923,C4020847,Abnormality of pelvic girdle bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2317,FLNB,0.458,0.923,C4021785,Abnormality of the metacarpal bones,disease,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2317,FLNB,0.458,0.923,C4025795,Short tubular bones of the hand,phenotype,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2319,FLOT2,0.633,0.615,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2321,FLT1,0.419,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
2321,FLT1,0.419,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,1,2008,2018,3,0,BEFREE
2323,FLT3LG,0.564,0.577,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2332,FMR1,0.473,0.769,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2335,FN1,0.365,0.962,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.02,1,2013,2015,2,0,BEFREE
2335,FN1,0.365,0.962,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2019,2019,1,0,BEFREE
2335,FN1,0.365,0.962,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,1,1987,2019,13,0,BEFREE
2346,FOLH1,0.453,0.885,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.1,0.966,2003,2020,29,0,BEFREE
2346,FOLH1,0.453,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2348,FOLR1,0.522,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,BEFREE
2350,FOLR2,0.559,0.654,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,BEFREE
2353,FOS,0.411,0.885,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2353,FOS,0.411,0.885,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2353,FOS,0.411,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,1,1983,2019,11,0,BEFREE
2353,FOS,0.411,0.885,C0684516,Benign bone neoplasm,group,C04;C05,Neoplastic Process,0.01,1,2000,2000,1,0,BEFREE
2354,FOSB,0.463,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2016,2018,2,0,BEFREE
2355,FOSL2,0.595,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2356,FPGS,0.644,0.423,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2013,2019,2,0,BEFREE
2358,FPR2,0.547,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2002,2017,2,0,BEFREE
2463,FRA16D,0.656,0.577,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2013,2017,2,0,BEFREE
2475,MTOR,0.343,0.885,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2475,MTOR,0.343,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,0.857,2013,2019,14,0,BEFREE
2475,MTOR,0.343,0.885,C1335473,Primary chondrosarcoma of bone,disease,C04,Neoplastic Process,0.2,1,2012,2012,1,0,RGD
2487,FRZB,0.573,0.654,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2015,2015,1,0,BEFREE
2487,FRZB,0.573,0.654,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2018,2,0,BEFREE
2487,FRZB,0.573,0.654,C4020847,Abnormality of pelvic girdle bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2488,FSHB,0.631,0.577,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2492,FSHR,0.539,0.654,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2494,NR5A2,0.563,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2015,2018,2,0,BEFREE
2512,FTL,0.559,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2007,2018,2,0,BEFREE
2516,NR5A1,0.479,0.731,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2521,FUS,0.47,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
2521,FUS,0.47,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2525,FUT3,0.606,0.615,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2525,FUT3,0.606,0.615,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2528,FUT6,0.695,0.385,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.02,1,2013,2019,2,0,BEFREE
2547,XRCC6,0.552,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
2551,GABPA,0.379,0.885,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2018,2018,1,0,BEFREE
2551,GABPA,0.379,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2019,2,0,BEFREE
2580,GAK,0.805,0.231,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
2588,GALNS,0.56,0.808,C1854786,Epiphyseal deformities of tubular bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2591,GALNT3,0.603,0.769,C2674853,Subperiosteal bone formation,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2597,GAPDH,0.447,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,BEFREE
2619,GAS1,0.587,0.654,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
2623,GATA1,0.483,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2012,2012,1,0,BEFREE
2623,GATA1,0.483,0.808,C4023024,Abnormality of multiple cell lineages in the bone marrow,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2625,GATA3,0.415,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2626,GATA4,0.458,0.846,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2629,GBA,0.5,0.808,C0027543,Avascular necrosis of bone,phenotype,C23;C05,Disease or Syndrome,0.1,NA,NA,NA,0,0,HPO
2629,GBA,0.5,0.808,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2641,GCG,0.431,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2644,GCHFR,0.579,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
2657,GDF1,0.529,0.692,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2658,GDF2,0.529,0.731,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2014,2014,1,0,BEFREE
2658,GDF2,0.529,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.08,1,2012,2019,8,0,BEFREE
2662,GDF10,0.628,0.654,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,1992,1992,1,0,BEFREE
2668,GDNF,0.434,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2018,2,0,BEFREE
2670,GFAP,0.421,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2671,GFER,0.56,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2672,GFI1,0.546,0.769,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2018,2018,1,0,BEFREE
2674,GFRA1,0.619,0.615,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2018,2,0,BEFREE
2688,GH1,0.373,0.923,C0410719,Deformity of bone,group,C05,Anatomical Abnormality,0.02,1,2017,2019,2,0,BEFREE
2688,GH1,0.373,0.923,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2688,GH1,0.373,0.923,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.08,0.875,1994,2018,8,0,BEFREE
2690,GHR,0.49,0.846,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2690,GHR,0.49,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,1,1997,2020,3,0,BEFREE
2690,GHR,0.49,0.846,C1854912,Short long bone,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2691,GHRH,0.503,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2002,2002,1,0,BEFREE
2693,GHSR,0.528,0.769,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2697,GJA1,0.393,0.885,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
2697,GJA1,0.393,0.885,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2697,GJA1,0.393,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2018,2,0,BEFREE
2697,GJA1,0.393,0.885,C4021630,Broad long bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2697,GJA1,0.393,0.885,C4021741,Abnormal cortical bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2706,GJB2,0.441,0.846,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2717,GLA,0.537,0.769,C2674432,Reduced bone mineral density,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2719,GPC3,0.466,0.808,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2720,GLB1,0.448,0.808,C1854786,Epiphyseal deformities of tubular bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2733,GLE1,0.628,0.577,C1833144,Slender long bone,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2733,GLE1,0.628,0.577,C4021735,Abnormality of the hip bone,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2733,GLE1,0.628,0.577,C4021741,Abnormal cortical bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2734,GLG1,0.821,0.192,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2735,GLI1,0.431,0.846,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2735,GLI1,0.431,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.06,1,2013,2019,6,0,BEFREE
2735,GLI1,0.431,0.846,C1836193,Synostosis of carpal bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2735,GLI1,0.431,0.846,C4020847,Abnormality of pelvic girdle bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2735,GLI1,0.431,0.846,C4021634,Abnormality of bone marrow cell morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2736,GLI2,0.446,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.04,1,2010,2016,4,0,BEFREE
2736,GLI2,0.446,0.846,C0238790,bone destruction,disease,,Disease or Syndrome,0.04,1,2014,2019,4,0,BEFREE
2736,GLI2,0.446,0.846,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2736,GLI2,0.446,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,1,2013,2018,10,0,BEFREE
2737,GLI3,0.436,0.846,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2737,GLI3,0.436,0.846,C0545617,Supernumerary metacarpal bone,disease,C16;C05,Congenital Abnormality,0.1,NA,NA,NA,0,0,HPO
2737,GLI3,0.436,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2015,2015,1,0,BEFREE
2744,GLS,0.489,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2018,2019,2,0,BEFREE
2752,GLUL,0.513,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2005,2005,1,0,BEFREE
2767,GNA11,0.563,0.731,C2674432,Reduced bone mineral density,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2778,GNAS,0.42,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2778,GNAS,0.42,0.885,C2674432,Reduced bone mineral density,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2778,GNAS,0.42,0.885,C3697137,Fibrous dysplasia of bone with intramuscular myxoma,disease,C05,Disease or Syndrome,0.31,1,2012,2019,2,0,BEFREE;ORPHANET
2778,GNAS,0.42,0.885,C4025151,Increased bone density with cystic changes,phenotype,C05,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2784,GNB3,0.518,0.808,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2008,2008,1,0,BEFREE
2796,GNRH1,0.524,0.731,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2798,GNRHR,0.54,0.654,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2821,GPI,0.491,0.769,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2019,2019,1,0,BEFREE
2821,GPI,0.491,0.769,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2010,2012,2,0,BEFREE
2833,CXCR3,0.436,0.808,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2833,CXCR3,0.436,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,0.5,2009,2019,2,0,BEFREE
2864,FFAR1,0.619,0.577,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2866,GPR42,0.475,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
2876,GPX1,0.458,0.923,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
2879,GPX4,0.516,0.808,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2879,GPX4,0.516,0.808,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2879,GPX4,0.516,0.808,C1854912,Short long bone,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2879,GPX4,0.516,0.808,C1855240,Irregular tarsal bones,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2896,GRN,0.435,0.846,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2020,2020,1,0,BEFREE
2904,GRIN2B,0.51,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2908,NR3C1,0.393,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.07,1,1991,2018,7,1,BEFREE
2909,ARHGAP35,0.751,0.269,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2014,2014,2,1,BEFREE
2911,GRM1,0.528,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2014,2017,2,0,BEFREE
2913,GRM3,0.606,0.538,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
2914,GRM4,0.636,0.5,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.05,1,2014,2020,5,1,BEFREE
2915,GRM5,0.525,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,1,2014,2017,3,0,BEFREE
2922,GRP,0.524,0.769,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2003,2003,1,0,BEFREE
2932,GSK3B,0.43,0.846,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2017,2017,1,0,BEFREE
2932,GSK3B,0.43,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.1,1,2010,2020,12,0,BEFREE
2934,GSN,0.475,0.885,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
2944,GSTM1,0.38,0.923,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.05,0.4,2004,2016,5,0,BEFREE
2947,GSTM3,0.552,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2015,2015,1,0,BEFREE
2950,GSTP1,0.383,0.923,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.09,0.889,2007,2019,9,1,BEFREE
2952,GSTT1,0.393,0.923,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.06,0.5,2004,2016,6,0,BEFREE
2956,MSH6,0.462,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2017,2019,2,0,BEFREE
2961,GTF2E2,0.617,0.692,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2965,GTF2H1,0.469,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,0.667,2014,2018,3,0,BEFREE
2969,GTF2I,0.5,0.808,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
2969,GTF2I,0.5,0.808,C0541764,Delayed bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2969,GTF2I,0.5,0.808,C4020847,Abnormality of pelvic girdle bone morphology,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2969,GTF2I,0.5,0.808,C4021242,Hypoplasia of the zygomatic bone,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
2972,BRF1,0.7,0.462,C1833144,Slender long bone,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
2990,GUSB,0.53,0.846,C4021735,Abnormality of the hip bone,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
3002,GZMB,0.453,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2019,2019,2,0,BEFREE
3008,H1-4,0.682,0.385,C0545053,Advanced bone age,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
3014,H2AX,0.484,0.808,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.02,1,2011,2018,2,0,BEFREE
3034,HAL,0.641,0.538,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2000,2000,1,0,BEFREE
3035,HARS1,0.569,0.808,C1833144,Slender long bone,phenotype,,Finding,0.1,NA,NA,NA,0,0,HPO
3037,HAS2,0.588,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.05,1,2005,2019,5,0,BEFREE
3038,HAS3,0.644,0.692,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2006,2006,1,0,BEFREE
3043,HBB,0.494,0.808,C0027543,Avascular necrosis of bone,phenotype,C23;C05,Disease or Syndrome,0.1,NA,NA,NA,0,0,HPO
3043,HBB,0.494,0.808,C4025630,Abnormal bone structure,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
3047,HBG1,0.615,0.538,C4025630,Abnormal bone structure,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
3048,HBG2,0.565,0.692,C4025630,Abnormal bone structure,disease,,Anatomical Abnormality,0.1,NA,NA,NA,0,0,HPO
3050,HBZ,0.686,0.346,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2019,2019,1,0,BEFREE
3055,HCK,0.663,0.5,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2020,2020,1,0,BEFREE
3065,HDAC1,0.46,0.846,C0238790,bone destruction,disease,,Disease or Syndrome,0.01,1,2015,2015,1,0,BEFREE
3065,HDAC1,0.46,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.03,1,2016,2019,3,0,BEFREE
3066,HDAC2,0.476,0.846,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.04,1,2018,2019,4,0,BEFREE
3068,HDGF,0.575,0.654,C0153690,Secondary malignant neoplasm of bone,disease,C23;C04;C05,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
3068,HDGF,0.575,0.654,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
3070,HELLS,0.603,0.731,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
3078,CFHR1,0.588,0.615,C0585442,Osteosarcoma of bone,disease,C04,Neoplastic Process,0.01,1,2013,2013,1,0,BEFREE
